Interval=	0,01 s
ExcelDateTime=	4,3899352873981479e+004	09-03-2020 8:28:08,312
TimeFormat=	StartOfBlock
ChannelTitle=	Canal 1	Canal 7
Range=	200,0 mV	200,0 mV
UnitName=	 L/s	 L/s
TopValue=	8,0	8,0
BottomValue=	-8,0	-8,0
0:00:28,7	0,2	-0,1	
0:00:28,71	0,2	-0,1	
0:00:28,72	0,2	-0,1	
0:00:28,73	0,2	-0,1	
0:00:28,74	0,2	-0,1	
0:00:28,75	0,2	-0,1	
0:00:28,76	0,2	-0,1	
0:00:28,77	0,2	-0,1	
0:00:28,78	0,2	-0,1	
0:00:28,79	0,2	-0,1	
0:00:28,8	0,2	-0,1	
0:00:28,81	0,2	-0,1	
0:00:28,82	0,2	-0,1	
0:00:28,83	0,2	-0,1	
0:00:28,84	0,2	-0,1	
0:00:28,85	0,2	-0,1	
0:00:28,86	0,2	-0,1	
0:00:28,87	0,2	-0,1	
0:00:28,88	0,2	-0,1	
0:00:28,89	0,2	-0,1	
0:00:28,9	0,2	-0,1	
0:00:28,91	0,2	-0,1	
0:00:28,92	0,2	-0,1	
0:00:28,93	0,2	-0,1	
0:00:28,94	0,2	-0,1	
0:00:28,95	0,2	-0,1	
0:00:28,96	0,2	-0,1	
0:00:28,97	0,2	-0,1	
0:00:28,98	0,2	-0,1	
0:00:28,99	0,2	-0,1	
0:00:29,0	0,2	-0,1	
0:00:29,01	0,2	-0,1	
0:00:29,02	0,2	-0,1	
0:00:29,03	0,2	-0,1	
0:00:29,04	0,2	-0,1	
0:00:29,05	0,2	-0,1	
0:00:29,06	0,2	-0,1	
0:00:29,07	0,2	-0,1	
0:00:29,08	0,2	-0,1	
0:00:29,09	0,2	-0,1	
0:00:29,1	0,2	-0,1	
0:00:29,11	0,2	-0,1	
0:00:29,12	0,2	-0,1	
0:00:29,13	0,2	-0,1	
0:00:29,14	0,2	-0,1	
0:00:29,15	0,2	-0,1	
0:00:29,16	0,2	-0,1	
0:00:29,17	0,2	-0,1	
0:00:29,18	0,2	-0,1	
0:00:29,19	0,2	-0,1	
0:00:29,2	0,2	-0,1	
0:00:29,21	0,2	-0,1	
0:00:29,22	0,2	-0,1	
0:00:29,23	0,2	-0,1	
0:00:29,24	0,2	-0,1	
0:00:29,25	0,2	-0,1	
0:00:29,26	0,2	-0,1	
0:00:29,27	0,2	-0,1	
0:00:29,28	0,2	-0,1	
0:00:29,29	0,2	-0,1	
0:00:29,3	0,2	-0,1	
0:00:29,31	0,2	-0,1	
0:00:29,32	0,2	-0,1	
0:00:29,33	0,2	-0,1	
0:00:29,34	0,2	-0,1	
0:00:29,35	0,2	-0,1	
0:00:29,36	0,2	-0,1	
0:00:29,37	0,2	-0,1	
0:00:29,38	0,2	-0,1	
0:00:29,39	0,2	-0,1	
0:00:29,4	0,2	-0,1	
0:00:29,41	0,2	-0,1	
0:00:29,42	0,2	-0,1	
0:00:29,43	0,2	-0,1	
0:00:29,44	0,2	-0,1	
0:00:29,45	0,2	-0,1	
0:00:29,46	0,2	-0,1	
0:00:29,47	0,2	-0,1	
0:00:29,48	0,2	-0,1	
0:00:29,49	0,2	-0,1	
0:00:29,5	0,2	-0,1	
0:00:29,51	0,2	-0,1	
0:00:29,52	0,2	-0,1	
0:00:29,53	0,2	-0,1	
0:00:29,54	0,2	-0,1	
0:00:29,55	0,2	-0,1	
0:00:29,56	0,2	-0,1	
0:00:29,57	0,2	-0,1	
0:00:29,58	0,2	-0,1	
0:00:29,59	0,2	-0,1	
0:00:29,6	0,2	-0,1	
0:00:29,61	0,2	-0,1	
0:00:29,62	0,2	-0,1	
0:00:29,63	0,2	-0,1	
0:00:29,64	0,2	-0,1	
0:00:29,65	0,2	-0,1	
0:00:29,66	0,2	-0,1	
0:00:29,67	0,2	-0,1	
0:00:29,68	0,2	-0,1	
0:00:29,69	0,2	-0,1	
0:00:29,7	0,2	-0,1	
0:00:29,71	0,2	-0,1	
0:00:29,72	0,2	-0,1	
0:00:29,73	0,2	-0,1	
0:00:29,74	0,2	-0,1	
0:00:29,75	0,2	-0,1	
0:00:29,76	0,2	-0,1	
0:00:29,77	0,2	-0,1	
0:00:29,78	0,2	-0,1	
0:00:29,79	0,2	-0,1	
0:00:29,8	0,2	-0,1	
0:00:29,81	0,2	-0,1	
0:00:29,82	0,2	-0,1	
0:00:29,83	0,2	-0,1	
0:00:29,84	0,2	-0,1	
0:00:29,85	0,2	-0,1	
0:00:29,86	0,2	-0,1	
0:00:29,87	0,2	0,0	
0:00:29,88	0,2	0,1	
0:00:29,89	0,2	0,1	
0:00:29,9	0,2	0,1	
0:00:29,91	0,2	0,1	
0:00:29,92	0,2	0,1	
0:00:29,93	0,2	0,1	
0:00:29,94	0,2	0,1	
0:00:29,95	0,2	0,1	
0:00:29,96	0,2	0,1	
0:00:29,97	0,2	0,1	
0:00:29,98	0,2	0,1	
0:00:29,99	0,2	0,1	
0:00:30,0	0,2	0,2	
0:00:30,01	0,2	0,1	
0:00:30,02	0,2	0,2	
0:00:30,03	0,2	0,2	
0:00:30,04	0,2	0,2	
0:00:30,05	0,2	0,2	
0:00:30,06	0,2	0,2	
0:00:30,07	0,2	0,2	
0:00:30,08	0,2	0,2	
0:00:30,09	0,2	0,3	
0:00:30,1	0,2	0,3	
0:00:30,11	0,2	0,4	
0:00:30,12	0,2	0,3	
0:00:30,13	0,2	0,4	
0:00:30,14	0,2	0,5	
0:00:30,15	0,2	0,4	
0:00:30,16	0,2	0,5	
0:00:30,17	0,2	0,6	
0:00:30,18	0,2	0,5	
0:00:30,19	0,2	0,6	
0:00:30,2	0,2	0,6	
0:00:30,21	0,2	0,5	
0:00:30,22	0,2	0,6	
0:00:30,23	0,2	0,6	
0:00:30,24	0,2	0,6	
0:00:30,25	0,2	0,6	
0:00:30,26	0,2	0,6	
0:00:30,27	0,2	0,6	
0:00:30,28	0,2	0,6	
0:00:30,29	0,2	0,6	
0:00:30,3	0,2	0,6	
0:00:30,31	0,2	0,6	
0:00:30,32	0,2	0,6	
0:00:30,33	0,2	0,6	
0:00:30,34	0,2	0,6	
0:00:30,35	0,2	0,6	
0:00:30,36	0,2	0,6	
0:00:30,37	0,2	0,6	
0:00:30,38	0,2	0,7	
0:00:30,39	0,2	0,7	
0:00:30,4	0,2	0,6	
0:00:30,41	0,2	0,6	
0:00:30,42	0,2	0,7	
0:00:30,43	0,2	0,6	
0:00:30,44	0,2	0,6	
0:00:30,45	0,2	0,6	
0:00:30,46	0,2	0,7	
0:00:30,47	0,2	0,7	
0:00:30,48	0,2	0,7	
0:00:30,49	0,2	0,6	
0:00:30,5	0,2	0,7	
0:00:30,51	0,2	0,6	
0:00:30,52	0,2	0,6	
0:00:30,53	0,2	0,6	
0:00:30,54	0,2	0,6	
0:00:30,55	0,2	0,6	
0:00:30,56	0,2	0,6	
0:00:30,57	0,2	0,6	
0:00:30,58	0,2	0,6	
0:00:30,59	0,2	0,6	
0:00:30,6	0,2	0,6	
0:00:30,61	0,2	0,6	
0:00:30,62	0,2	0,6	
0:00:30,63	0,2	0,6	
0:00:30,64	0,2	0,6	
0:00:30,65	0,2	0,6	
0:00:30,66	0,2	0,6	
0:00:30,67	0,2	0,6	
0:00:30,68	0,2	0,6	
0:00:30,69	0,2	0,6	
0:00:30,7	0,2	0,6	
0:00:30,71	0,2	0,5	
0:00:30,72	0,2	0,6	
0:00:30,73	0,2	0,5	
0:00:30,74	0,2	0,5	
0:00:30,75	0,2	0,5	
0:00:30,76	0,2	0,5	
0:00:30,77	0,2	0,5	
0:00:30,78	0,2	0,5	
0:00:30,79	0,2	0,5	
0:00:30,8	0,2	0,5	
0:00:30,81	0,2	0,5	
0:00:30,82	0,2	0,5	
0:00:30,83	0,2	0,5	
0:00:30,84	0,2	0,5	
0:00:30,85	0,2	0,5	
0:00:30,86	0,3	0,4	
0:00:30,87	0,3	0,3	
0:00:30,88	0,4	0,3	
0:00:30,89	0,4	0,2	
0:00:30,9	0,4	0,2	
0:00:30,91	0,4	0,2	
0:00:30,92	0,4	0,2	
0:00:30,93	0,4	0,2	
0:00:30,94	0,4	0,2	
0:00:30,95	0,5	0,2	
0:00:30,96	0,5	0,2	
0:00:30,97	0,5	0,2	
0:00:30,98	0,5	0,2	
0:00:30,99	0,5	0,2	
0:00:31,0	0,4	0,2	
0:00:31,01	0,5	0,2	
0:00:31,02	0,4	0,2	
0:00:31,03	0,5	0,2	
0:00:31,04	0,5	0,1	
0:00:31,05	0,5	0,1	
0:00:31,06	0,5	0,1	
0:00:31,07	0,5	0,1	
0:00:31,08	0,5	0,1	
0:00:31,09	0,5	0,1	
0:00:31,1	0,5	0,1	
0:00:31,11	0,6	0,0	
0:00:31,12	0,6	0,0	
0:00:31,13	0,6	-0,0	
0:00:31,14	0,4	0,0	
0:00:31,15	0,8	-0,2	
0:00:31,16	0,6	-0,1	
0:00:31,17	0,6	-0,1	
0:00:31,18	0,6	-0,1	
0:00:31,19	0,6	-0,1	
0:00:31,2	0,6	-0,1	
0:00:31,21	0,6	-0,1	
0:00:31,22	0,6	-0,1	
0:00:31,23	0,6	-0,1	
0:00:31,24	0,6	-0,1	
0:00:31,25	0,6	-0,1	
0:00:31,26	0,6	-0,1	
0:00:31,27	0,6	-0,1	
0:00:31,28	0,6	-0,1	
0:00:31,29	0,6	-0,1	
0:00:31,3	0,6	-0,1	
0:00:31,31	0,6	-0,1	
0:00:31,32	0,5	-0,1	
0:00:31,33	0,5	-0,1	
0:00:31,34	0,5	-0,1	
0:00:31,35	0,5	-0,1	
0:00:31,36	0,5	-0,1	
0:00:31,37	0,5	-0,1	
0:00:31,38	0,5	-0,1	
0:00:31,39	0,5	-0,1	
0:00:31,4	0,5	-0,1	
0:00:31,41	0,5	-0,1	
0:00:31,42	0,5	-0,1	
0:00:31,43	0,5	-0,1	
0:00:31,44	0,4	-0,1	
0:00:31,45	0,4	-0,1	
0:00:31,46	0,4	-0,1	
0:00:31,47	0,3	-0,1	
0:00:31,48	0,3	-0,1	
0:00:31,49	0,3	-0,1	
0:00:31,5	0,3	-0,1	
0:00:31,51	0,1	-0,1	
0:00:31,52	0,3	-0,1	
0:00:31,53	0,3	-0,1	
0:00:31,54	0,2	-0,1	
0:00:31,55	0,2	-0,1	
0:00:31,56	0,2	-0,1	
0:00:31,57	0,2	-0,1	
0:00:31,58	0,2	-0,1	
0:00:31,59	0,2	-0,1	
0:00:31,6	0,2	-0,1	
0:00:31,61	0,2	-0,1	
0:00:31,62	0,2	-0,1	
0:00:31,63	0,2	-0,1	
0:00:31,64	0,2	-0,1	
0:00:31,65	0,2	-0,1	
0:00:31,66	0,2	-0,1	
0:00:31,67	0,2	-0,1	
0:00:31,68	0,2	-0,1	
0:00:31,69	0,2	-0,1	
0:00:31,7	0,2	-0,1	
0:00:31,71	0,2	-0,1	
0:00:31,72	0,2	-0,1	
0:00:31,73	0,2	-0,1	
0:00:31,74	0,2	-0,1	
0:00:31,75	0,2	-0,1	
0:00:31,76	0,2	-0,1	
0:00:31,77	0,2	-0,1	
0:00:31,78	0,2	-0,1	
0:00:31,79	0,2	-0,1	
0:00:31,8	0,2	-0,1	
0:00:31,81	0,2	-0,1	
0:00:31,82	0,2	-0,1	
0:00:31,83	0,2	-0,1	
0:00:31,84	0,2	-0,1	
0:00:31,85	0,2	-0,1	
0:00:31,86	0,2	-0,1	
0:00:31,87	0,2	-0,1	
0:00:31,88	0,2	-0,1	
0:00:31,89	0,3	-0,1	
0:00:31,9	0,3	-0,1	
0:00:31,91	0,3	-0,1	
0:00:31,92	0,3	-0,1	
0:00:31,93	0,3	-0,1	
0:00:31,94	0,3	-0,1	
0:00:31,95	0,3	-0,1	
0:00:31,96	0,3	-0,1	
0:00:31,97	0,3	-0,1	
0:00:31,98	0,3	-0,1	
0:00:31,99	0,3	-0,1	
0:00:32,0	0,3	-0,1	
0:00:32,01	0,3	-0,1	
0:00:32,02	0,3	-0,1	
0:00:32,03	0,3	-0,1	
0:00:32,04	0,3	-0,1	
0:00:32,05	0,3	-0,1	
0:00:32,06	0,3	-0,1	
0:00:32,07	0,3	-0,1	
0:00:32,08	0,3	-0,1	
0:00:32,09	0,3	-0,1	
0:00:32,1	0,3	-0,1	
0:00:32,11	0,3	-0,1	
0:00:32,12	0,3	-0,1	
0:00:32,13	0,3	-0,1	
0:00:32,14	0,3	-0,1	
0:00:32,15	0,3	-0,1	
0:00:32,16	0,3	-0,1	
0:00:32,17	0,3	-0,1	
0:00:32,18	0,3	-0,1	
0:00:32,19	0,3	-0,1	
0:00:32,2	0,3	-0,1	
0:00:32,21	0,3	-0,1	
0:00:32,22	0,3	-0,1	
0:00:32,23	0,3	-0,1	
0:00:32,24	0,3	-0,1	
0:00:32,25	0,3	-0,1	
0:00:32,26	0,3	-0,1	
0:00:32,27	0,3	-0,1	
0:00:32,28	0,3	-0,1	
0:00:32,29	0,3	-0,1	
0:00:32,3	0,3	-0,1	
0:00:32,31	0,3	-0,1	
0:00:32,32	0,3	-0,1	
0:00:32,33	0,3	-0,1	
0:00:32,34	0,3	-0,1	
0:00:32,35	0,3	-0,1	
0:00:32,36	0,3	-0,1	
0:00:32,37	0,3	-0,1	
0:00:32,38	0,3	-0,1	
0:00:32,39	0,3	-0,1	
0:00:32,4	0,3	-0,1	
0:00:32,41	0,3	-0,1	
0:00:32,42	0,3	-0,1	
0:00:32,43	0,3	-0,1	
0:00:32,44	0,3	-0,1	
0:00:32,45	0,3	-0,1	
0:00:32,46	0,3	-0,1	
0:00:32,47	0,3	-0,1	
0:00:32,48	0,3	-0,1	
0:00:32,49	0,3	-0,1	
0:00:32,5	0,3	-0,1	
0:00:32,51	0,3	-0,1	
0:00:32,52	0,3	-0,1	
0:00:32,53	0,3	-0,1	
0:00:32,54	0,3	-0,1	
0:00:32,55	0,3	-0,1	
0:00:32,56	0,3	-0,1	
0:00:32,57	0,3	-0,1	
0:00:32,58	0,3	-0,1	
0:00:32,59	0,3	-0,1	
0:00:32,6	0,3	-0,1	
0:00:32,61	0,3	-0,1	
0:00:32,62	0,3	-0,1	
0:00:32,63	0,3	-0,1	
0:00:32,64	0,3	-0,1	
0:00:32,65	0,3	-0,1	
0:00:32,66	0,3	-0,1	
0:00:32,67	0,3	-0,1	
0:00:32,68	0,3	-0,1	
0:00:32,69	0,2	-0,1	
0:00:32,7	0,2	-0,1	
0:00:32,71	0,2	-0,1	
0:00:32,72	0,2	-0,1	
0:00:32,73	0,2	-0,1	
0:00:32,74	0,2	-0,1	
0:00:32,75	0,2	-0,1	
0:00:32,76	0,2	-0,1	
0:00:32,77	0,2	-0,1	
0:00:32,78	0,2	-0,1	
0:00:32,79	0,2	-0,1	
0:00:32,8	0,2	-0,1	
0:00:32,81	0,2	-0,1	
0:00:32,82	0,2	-0,1	
0:00:32,83	0,2	-0,1	
0:00:32,84	0,2	-0,1	
0:00:32,85	0,2	-0,1	
0:00:32,86	0,2	-0,1	
0:00:32,87	0,2	-0,1	
0:00:32,88	0,2	-0,1	
0:00:32,89	0,2	-0,1	
0:00:32,9	0,2	-0,1	
0:00:32,91	0,2	-0,1	
0:00:32,92	0,2	-0,1	
0:00:32,93	0,2	-0,1	
0:00:32,94	0,2	-0,1	
0:00:32,95	0,2	-0,1	
0:00:32,96	0,2	-0,1	
0:00:32,97	0,2	-0,1	
0:00:32,98	0,2	-0,1	
0:00:32,99	0,2	-0,1	
0:00:33,0	0,2	-0,1	
0:00:33,01	0,2	-0,1	
0:00:33,02	0,2	-0,1	
0:00:33,03	0,2	-0,1	
0:00:33,04	0,2	-0,1	
0:00:33,05	0,2	-0,1	
0:00:33,06	0,2	-0,1	
0:00:33,07	0,2	-0,1	
0:00:33,08	0,2	-0,1	
0:00:33,09	0,2	-0,1	
0:00:33,1	0,2	-0,1	
0:00:33,11	0,2	-0,1	
0:00:33,12	0,2	-0,1	
0:00:33,13	0,2	-0,1	
0:00:33,14	0,2	-0,1	
0:00:33,15	0,2	-0,1	
0:00:33,16	0,2	-0,1	
0:00:33,17	0,2	-0,1	
0:00:33,18	0,2	-0,1	
0:00:33,19	0,2	-0,1	
0:00:33,2	0,2	-0,1	
0:00:33,21	0,2	-0,1	
0:00:33,22	0,2	-0,1	
0:00:33,23	0,2	-0,1	
0:00:33,24	0,2	-0,1	
0:00:33,25	0,2	-0,1	
0:00:33,26	0,2	-0,1	
0:00:33,27	0,2	-0,1	
0:00:33,28	0,2	-0,1	
0:00:33,29	0,2	-0,1	
0:00:33,3	0,2	-0,1	
0:00:33,31	0,2	-0,1	
0:00:33,32	0,2	-0,1	
0:00:33,33	0,2	-0,1	
0:00:33,34	0,2	-0,1	
0:00:33,35	0,2	-0,1	
0:00:33,36	0,2	-0,1	
0:00:33,37	0,2	-0,1	
0:00:33,38	0,2	-0,1	
0:00:33,39	0,2	-0,1	
0:00:33,4	0,2	-0,1	
0:00:33,41	0,2	-0,1	
0:00:33,42	0,2	-0,1	
0:00:33,43	0,2	-0,1	
0:00:33,44	0,2	-0,1	
0:00:33,45	0,2	-0,1	
0:00:33,46	0,2	-0,1	
0:00:33,47	0,2	-0,1	
0:00:33,48	0,2	-0,1	
0:00:33,49	0,2	-0,1	
0:00:33,5	0,2	-0,1	
0:00:33,51	0,2	-0,1	
0:00:33,52	0,2	-0,1	
0:00:33,53	0,2	-0,1	
0:00:33,54	0,2	-0,1	
0:00:33,55	0,2	-0,1	
0:00:33,56	0,2	-0,1	
0:00:33,57	0,2	-0,1	
0:00:33,58	0,2	-0,1	
0:00:33,59	0,2	-0,1	
0:00:33,6	0,2	-0,1	
0:00:33,61	0,2	-0,1	
0:00:33,62	0,2	-0,1	
0:00:33,63	0,2	-0,1	
0:00:33,64	0,2	-0,1	
0:00:33,65	0,2	-0,1	
0:00:33,66	0,2	-0,1	
0:00:33,67	0,2	-0,1	
0:00:33,68	0,2	-0,1	
0:00:33,69	0,2	-0,1	
0:00:33,7	0,2	-0,1	
0:00:33,71	0,2	-0,1	
0:00:33,72	0,2	-0,1	
0:00:33,73	0,2	-0,1	
0:00:33,74	0,2	-0,1	
0:00:33,75	0,2	-0,1	
0:00:33,76	0,2	-0,1	
0:00:33,77	0,2	-0,1	
0:00:33,78	0,2	-0,1	
0:00:33,79	0,2	-0,1	
0:00:33,8	0,2	-0,1	
0:00:33,81	0,2	-0,1	
0:00:33,82	0,2	-0,1	
0:00:33,83	0,2	-0,1	
0:00:33,84	0,2	-0,1	
0:00:33,85	0,2	-0,1	
0:00:33,86	0,2	-0,1	
0:00:33,87	0,2	-0,1	
0:00:33,88	0,2	-0,1	
0:00:33,89	0,2	-0,1	
0:00:33,9	0,2	-0,1	
0:00:33,91	0,2	-0,1	
0:00:33,92	0,2	-0,1	
0:00:33,93	0,2	-0,1	
0:00:33,94	0,2	-0,1	
0:00:33,95	0,2	-0,1	
0:00:33,96	0,2	-0,1	
0:00:33,97	0,2	-0,1	
0:00:33,98	0,2	-0,1	
0:00:33,99	0,2	-0,1	
0:00:34,0	0,2	-0,1	
0:00:34,01	0,2	-0,1	
0:00:34,02	0,2	-0,1	
0:00:34,03	0,2	-0,1	
0:00:34,04	0,2	-0,1	
0:00:34,05	0,2	-0,1	
0:00:34,06	0,3	-0,1	
0:00:34,07	0,3	-0,1	
0:00:34,08	0,2	-0,1	
0:00:34,09	0,2	-0,1	
0:00:34,1	0,2	-0,1	
0:00:34,11	0,2	-0,1	
0:00:34,12	0,2	-0,1	
0:00:34,13	0,2	-0,1	
0:00:34,14	0,2	-0,1	
0:00:34,15	0,2	-0,1	
0:00:34,16	0,2	-0,1	
0:00:34,17	0,2	-0,1	
0:00:34,18	0,2	-0,1	
0:00:34,19	0,2	-0,1	
0:00:34,2	0,2	-0,1	
0:00:34,21	0,2	-0,1	
0:00:34,22	0,2	-0,1	
0:00:34,23	0,2	-0,1	
0:00:34,24	0,2	-0,1	
0:00:34,25	0,2	-0,1	
0:00:34,26	0,2	-0,1	
0:00:34,27	0,2	-0,1	
0:00:34,28	0,2	-0,1	
0:00:34,29	0,2	-0,1	
0:00:34,3	0,2	-0,1	
0:00:34,31	0,2	-0,1	
0:00:34,32	0,2	-0,1	
0:00:34,33	0,2	-0,1	
0:00:34,34	0,2	-0,1	
0:00:34,35	0,2	-0,1	
0:00:34,36	0,2	-0,1	
0:00:34,37	0,2	-0,1	
0:00:34,38	0,2	-0,1	
0:00:34,39	0,2	-0,1	
0:00:34,4	0,2	-0,1	
0:00:34,41	0,2	-0,1	
0:00:34,42	0,2	-0,1	
0:00:34,43	0,2	-0,1	
0:00:34,44	0,2	-0,1	
0:00:34,45	0,2	-0,1	
0:00:34,46	0,2	-0,1	
0:00:34,47	0,2	-0,1	
0:00:34,48	0,2	-0,1	
0:00:34,49	0,2	-0,1	
0:00:34,5	0,2	-0,1	
0:00:34,51	0,2	-0,1	
0:00:34,52	0,2	-0,1	
0:00:34,53	0,2	-0,1	
0:00:34,54	0,2	-0,1	
0:00:34,55	0,2	-0,1	
0:00:34,56	0,2	-0,1	
0:00:34,57	0,2	-0,1	
0:00:34,58	0,2	-0,1	
0:00:34,59	0,2	-0,1	
0:00:34,6	0,2	-0,1	
0:00:34,61	0,2	-0,1	
0:00:34,62	0,2	-0,1	
0:00:34,63	0,2	-0,1	
0:00:34,64	0,2	-0,1	
0:00:34,65	0,2	-0,1	
0:00:34,66	0,2	-0,1	
0:00:34,67	0,2	-0,1	
0:00:34,68	0,2	-0,1	
0:00:34,69	0,2	-0,1	
0:00:34,7	0,2	-0,1	
0:00:34,71	0,2	-0,1	
0:00:34,72	0,2	-0,1	
0:00:34,73	0,2	-0,1	
0:00:34,74	0,2	-0,1	
0:00:34,75	0,2	-0,1	
0:00:34,76	0,2	-0,1	
0:00:34,77	0,2	-0,1	
0:00:34,78	0,2	-0,1	
0:00:34,79	0,2	-0,1	
0:00:34,8	0,2	-0,1	
0:00:34,81	0,2	-0,1	
0:00:34,82	0,2	-0,1	
0:00:34,83	0,2	-0,1	
0:00:34,84	0,2	-0,1	
0:00:34,85	0,2	-0,1	
0:00:34,86	0,2	-0,1	
0:00:34,87	0,2	-0,1	
0:00:34,88	0,2	-0,1	
0:00:34,89	0,2	-0,1	
0:00:34,9	0,2	-0,1	
0:00:34,91	0,2	-0,1	
0:00:34,92	0,2	-0,1	
0:00:34,93	0,2	-0,1	
0:00:34,94	0,2	-0,1	
0:00:34,95	0,2	-0,1	
0:00:34,96	0,2	-0,1	
0:00:34,97	0,2	-0,1	
0:00:34,98	0,2	-0,1	
0:00:34,99	0,2	-0,1	
0:00:35,0	0,2	-0,1	
0:00:35,01	0,2	-0,1	
0:00:35,02	0,2	-0,1	
0:00:35,03	0,2	-0,1	
0:00:35,04	0,2	-0,1	
0:00:35,05	0,2	-0,1	
0:00:35,06	0,2	-0,1	
0:00:35,07	0,2	-0,1	
0:00:35,08	0,2	-0,1	
0:00:35,09	0,2	-0,1	
0:00:35,1	0,2	-0,1	
0:00:35,11	0,2	-0,1	
0:00:35,12	0,2	-0,1	
0:00:35,13	0,2	-0,1	
0:00:35,14	0,2	-0,1	
0:00:35,15	0,2	-0,1	
0:00:35,16	0,2	-0,1	
0:00:35,17	0,2	-0,1	
0:00:35,18	0,2	-0,1	
0:00:35,19	0,2	-0,1	
0:00:35,2	0,2	-0,1	
0:00:35,21	0,2	-0,1	
0:00:35,22	0,2	-0,1	
0:00:35,23	0,2	-0,1	
0:00:35,24	0,2	-0,1	
0:00:35,25	0,2	-0,1	
0:00:35,26	0,2	-0,1	
0:00:35,27	0,2	-0,1	
0:00:35,28	0,2	-0,1	
0:00:35,29	0,2	-0,1	
0:00:35,3	0,2	-0,1	
0:00:35,31	0,2	-0,1	
0:00:35,32	0,2	-0,1	
0:00:35,33	0,2	-0,1	
0:00:35,34	0,2	-0,1	
0:00:35,35	0,2	-0,1	
0:00:35,36	0,2	-0,1	
0:00:35,37	0,2	-0,1	
0:00:35,38	0,2	-0,1	
0:00:35,39	0,2	-0,1	
0:00:35,4	0,2	-0,1	
0:00:35,41	0,2	-0,1	
0:00:35,42	0,2	-0,1	
0:00:35,43	0,2	-0,1	
0:00:35,44	0,2	-0,1	
0:00:35,45	0,2	-0,1	
0:00:35,46	0,2	-0,1	
0:00:35,47	0,2	-0,1	
0:00:35,48	0,2	-0,1	
0:00:35,49	0,2	-0,1	
0:00:35,5	0,2	-0,1	
0:00:35,51	0,2	-0,1	
0:00:35,52	0,2	-0,1	
0:00:35,53	0,2	-0,1	
0:00:35,54	0,2	-0,1	
0:00:35,55	0,2	-0,1	
0:00:35,56	0,2	-0,1	
0:00:35,57	0,2	-0,0	
0:00:35,58	0,2	0,1	
0:00:35,59	0,2	0,1	
0:00:35,6	0,2	0,1	
0:00:35,61	0,2	0,1	
0:00:35,62	0,2	0,1	
0:00:35,63	0,2	0,1	
0:00:35,64	0,2	0,1	
0:00:35,65	0,2	0,1	
0:00:35,66	0,2	0,2	
0:00:35,67	0,2	0,1	
0:00:35,68	0,2	0,2	
0:00:35,69	0,2	0,2	
0:00:35,7	0,2	0,2	
0:00:35,71	0,2	0,2	
0:00:35,72	0,2	0,2	
0:00:35,73	0,2	0,2	
0:00:35,74	0,2	0,2	
0:00:35,75	0,2	0,3	
0:00:35,76	0,2	0,3	
0:00:35,77	0,2	0,3	
0:00:35,78	0,2	0,2	
0:00:35,79	0,2	0,5	
0:00:35,8	0,2	0,5	
0:00:35,81	0,2	0,5	
0:00:35,82	0,2	0,5	
0:00:35,83	0,2	0,5	
0:00:35,84	0,2	0,6	
0:00:35,85	0,2	0,6	
0:00:35,86	0,2	0,6	
0:00:35,87	0,2	0,6	
0:00:35,88	0,2	0,6	
0:00:35,89	0,2	0,6	
0:00:35,9	0,2	0,6	
0:00:35,91	0,2	0,6	
0:00:35,92	0,2	0,6	
0:00:35,93	0,2	0,6	
0:00:35,94	0,2	0,6	
0:00:35,95	0,2	0,6	
0:00:35,96	0,2	0,6	
0:00:35,97	0,2	0,6	
0:00:35,98	0,2	0,6	
0:00:35,99	0,2	0,6	
0:00:36,0	0,2	0,6	
0:00:36,01	0,2	0,6	
0:00:36,02	0,2	0,6	
0:00:36,03	0,2	0,6	
0:00:36,04	0,2	0,6	
0:00:36,05	0,2	0,6	
0:00:36,06	0,2	0,6	
0:00:36,07	0,2	0,6	
0:00:36,08	0,2	0,6	
0:00:36,09	0,2	0,6	
0:00:36,1	0,2	0,7	
0:00:36,11	0,2	0,6	
0:00:36,12	0,2	0,6	
0:00:36,13	0,2	0,6	
0:00:36,14	0,2	0,6	
0:00:36,15	0,2	0,6	
0:00:36,16	0,2	0,6	
0:00:36,17	0,2	0,6	
0:00:36,18	0,2	0,6	
0:00:36,19	0,2	0,6	
0:00:36,2	0,2	0,6	
0:00:36,21	0,2	0,6	
0:00:36,22	0,2	0,6	
0:00:36,23	0,2	0,6	
0:00:36,24	0,2	0,6	
0:00:36,25	0,2	0,6	
0:00:36,26	0,2	0,6	
0:00:36,27	0,2	0,6	
0:00:36,28	0,2	0,5	
0:00:36,29	0,2	0,5	
0:00:36,3	0,2	0,5	
0:00:36,31	0,2	0,5	
0:00:36,32	0,2	0,5	
0:00:36,33	0,2	0,5	
0:00:36,34	0,2	0,5	
0:00:36,35	0,2	0,5	
0:00:36,36	0,2	0,5	
0:00:36,37	0,2	0,5	
0:00:36,38	0,2	0,5	
0:00:36,39	0,2	0,4	
0:00:36,4	0,2	0,4	
0:00:36,41	0,2	0,4	
0:00:36,42	0,2	0,4	
0:00:36,43	0,2	0,4	
0:00:36,44	0,2	0,4	
0:00:36,45	0,2	0,4	
0:00:36,46	0,2	0,4	
0:00:36,47	0,2	0,4	
0:00:36,48	0,2	0,3	
0:00:36,49	0,2	0,3	
0:00:36,5	0,3	0,3	
